Adiac,k=8,k=16,k=32,k=64,k=128
KMC2,0.531751156,1.815067053,6.393383503,23.84006643,91.32531619
 , , , , , 
UWaveGestureLibraryY,k=8,k=16,k=32,k=64,k=128
CKM,1.750582457,3.721689463,7.733950853,15.91904354,31.37503123
TI,1.578536749,2.611689806,4.209124804,6.621989727,10.54133439
LBF_PAA,1.187466621,1.576868773,2.111377954,2.884791374,4.284761906
TILB_PAA,1.173406601,1.531692982,1.953014135,2.554808855,3.720439434
LBF_PDD,2.236517668,3.470353842,5.155493259,8.185459852,13.54178095
TILB_PDD,2.246977091,3.220040321,4.362304449,6.167607307,9.038833857
KMC2,0.563036919,1.813217402,6.432691574,24.09238005,91.47712898
 , , , , , 
UWaveGestureLibraryZ,k=8,k=16,k=32,k=64,k=128
CKM,1.767762899,3.768132687,7.835998774,15.69894147,31.12967801
TI,1.780865908,3.765707254,7.947348356,16.23826718,32.56160116
LBF_PAA,0.642067909,0.766260386,1.074163198,1.682420015,2.81627965
TILB_PAA,0.671869278,0.859993696,1.251864672,2.095327139,3.888455153
LBF_PDD,3.864722252,8.237202168,17.12628174,34.7325449,69.92183518
TILB_PDD,3.87983799,8.336316347,17.3907845,35.36974359,71.2736156
KMC2,0.548240423,1.84654212,6.410121918,23.81667161,91.90047908
 , , , , , 
WordSynonyms,k=8,k=16,k=32,k=64,k=128
CKM,0.289701223,0.625579834,1.312868595,2.689846992,5.318142891
TI,0.298065901,0.594863892,1.156624794,1.986832619,3.238780975
LBF_PAA,0.220020533,0.332650661,0.453398705,0.641099215,0.969657421
TILB_PAA,0.219412565,0.343750238,0.502424002,0.766504526,1.25121665
LBF_PDD,0.375826359,0.674744606,1.185384035,1.93516326,3.192889452
TILB_PDD,0.361352444,0.672333956,1.143509388,1.783417702,2.767706633
KMC2,0.328935385,1.251258135,4.926162243,19.17459846,75.6223011
 , , , , , 
Yoga,k=8,k=16,k=32,k=64,k=128
CKM,1.72045517,3.704550505,7.613776445,15.51015306,31.42425108
TI,1.282147884,2.172718287,3.001595736,4.203191042,6.080007076
LBF_PAA,1.17333889,1.596708775,2.094771862,2.767525673,4.090453625
TILB_PAA,1.172488451,1.533649921,1.882840395,2.351340294,3.222274542
LBF_PDD,2.251961946,3.475357771,4.992462158,7.280459166,10.57298017
TILB_PDD,2.094022751,3.048885107,3.863969088,4.878304005,6.379973173
KMC2,0.593746901,2.172775507,8.085658073,31.21351933,121.95382
 , , , , , 
EOGHorizontalSignal,k=8,k=16,k=32,k=64,k=128
CKM,1.118876696,2.34965539,4.937165737,9.921536684,19.98422575
TI,0.796883345,1.406653404,2.569831371,4.102848768,6.991247892
LBF_PAA,0.563161612,0.788439751,1.088440895,1.470623255,2.29905057
TILB_PAA,0.547328711,0.771104097,1.064336538,1.57933116,3.159722328
LBF_PDD,1.00135088,1.659190178,2.706062555,4.144170523,6.534876108
TILB_PDD,0.953655243,1.485239029,2.295252562,3.281586409,5.563940763
KMC2,1.332710505,5.352720737,21.76710486,87.6599319,351.3958106
 , , , , , 
EOGVerticalSignal,k=8,k=16,k=32,k=64,k=128
CKM,1.126545191,2.378059387,4.957853317,10.0078721,20.06414437
TI,0.830051661,1.581648111,2.720681906,4.589706659,7.800982237
LBF_PAA,0.670550108,0.859975338,1.095012903,1.516927004,2.267540216
TILB_PAA,0.641720772,0.812492132,1.079858541,1.630569696,3.176448822
LBF_PDD,1.188854218,1.853877544,2.813951015,4.488639355,7.006493568
TILB_PDD,1.125597,1.67331171,2.393068552,3.582974195,5.96091795
KMC2,1.297572851,5.441890955,22.29751611,88.19378376,351.8955872
 , , , , , 
EthanolLevel,k=8,k=16,k=32,k=64,k=128
CKM,2.188865423,4.7435112,9.70481348,19.84671807,40.58476853
TI,1.464061499,2.30482769,3.503567934,5.771199465,10.43177843
LBF_PAA,1.120382786,1.486433268,1.938093901,2.879281521,4.51090765
TILB_PAA,1.111580133,1.350583792,1.782446861,2.658002615,5.220631123
LBF_PDD,2.505177736,4.186908484,7.315496445,13.08797574,24.15974307
TILB_PDD,2.083360434,2.883707762,4.066542387,6.095534325,9.916681528
KMC2,1.881794214,7.588347673,30.70978522,124.8537924,501.552161
 , , , , , 
FreezerRegularTrain,k=8,k=16,k=32,k=64,k=128
CKM,1.175581455,2.552267075,5.043277264,10.20479727,20.90082479
TI,0.744630575,1.113960266,1.484227657,2.039842844,3.009999514
LBF_PAA,0.640182018,0.862823486,1.287302971,1.958164215,3.14784503
TILB_PAA,0.644691229,0.778713226,1.06312871,1.585072994,2.483885288
LBF_PDD,1.365252495,2.016454697,3.173028708,4.860861778,7.770551205
TILB_PDD,1.189925909,1.491969585,2.036148548,2.790956736,3.869049072
KMC2,0.469921589,1.632848501,6.098537207,23.15576577,87.97452545
 , , , , , 
FreezerSmallTrain,k=8,k=16,k=32,k=64,k=128
CKM,1.100520611,2.305639029,4.84846735,9.969173431,20.18738055
TI,0.587674856,0.901531935,1.270919323,1.762198448,2.676456451
LBF_PAA,0.584475517,0.827076435,1.179471493,1.832903147,2.925051212
TILB_PAA,0.57746315,0.798525095,1.024440527,1.469443798,2.389358521
